Nama Pantai,Provinsi,Rating Angka,Link Google Maps,Latitude,Longitude,Predikat,Jumlah Ulasan,Ulasan 1,Ulasan 2,Ulasan 3,Ulasan 4,Ulasan 5,Kategori Pantai,Kategori 1,Kategori 2,Kategori 3,Kategori 4,Kategori 5
PANTAI NAMLATU AMBALAU,Pulau Buru,5.0,https://www.google.com/maps/place/PANTAI+NAMLATU+AMBALAU/data=!4m7!3m6!1s0x2d72a30061a6847f:0x4614ce1f5fa10f58!8m2!3d-3.816487!4d127.1925941!16s%2Fg%2F11vxjctcg3!19sChIJf4SmYQCjci0RWA-hXx_OFEY?authuser=0&hl=en&rclk=1,-3.816487,127.1925941,bagus,2.0,,,,,,,,,,,
Pantai kampung Indonesia Ocarina,Kepulauan Riau,5.0,https://www.google.com/maps/place/Pantai+kampung+Indonesia+Ocarina/data=!4m7!3m6!1s0x31d989f9be452529:0xda1e5aadea255912!8m2!3d1.1519305!4d104.0547994!16s%2Fg%2F11p0359cwj!19sChIJKSVFvvmJ2TERElkl6q1aHto?authuser=0&hl=en&rclk=1,1.1519305,104.0547994,bagus,166.0,murky water,place for family,comfortable place,tour,,,,,,,
batudaa pantai,Gorontalo,5.0,https://www.google.com/maps/place/batudaa+pantai/data=!4m7!3m6!1s0x3278d50065b26641:0x5bbc83a3117d13b8!8m2!3d0.494477!4d123.028814!16s%2Fg%2F11xgwh4tq9!19sChIJQWayZQDVeDIRuBN9EaODvFs?authuser=0&hl=en&rclk=1,0.494477,123.028814,bagus,7.0,,,,,,,,,,,
PANTAI OMBAK PUTIH,Gorontalo,5.0,https://www.google.com/maps/place/PANTAI+OMBAK+PUTIH/data=!4m7!3m6!1s0x3278d50307de6095:0x43e7f4957bc28553!8m2!3d0.494922!4d123.001608!16s%2Fg%2F11kjpl0_x0!19sChIJlWDeBwPVeDIRU4XCe5X050M?authuser=0&hl=en&rclk=1,0.494922,123.001608,bagus,62.0,,,,,,,,,,,
Tanjung batu,Kalimantan Utara,5.0,https://www.google.com/maps/place/Tanjung+batu/data=!4m7!3m6!1s0x32138f4ae32c5c01:0x9519894616f579ce!8m2!3d3.2408161!4d117.6471443!16s%2Fg%2F11krjs8qk1!19sChIJAVws40qPEzIRznn1FkaJGZU?authuser=0&hl=en&rclk=1,3.2408161,117.6471443,bagus,3.0,sea view,Alma Alus  reviews ·  photos,Aditya Els  review,,,,,,,,
Pantai BOBISINGO,Maluku Utara,5.0,https://www.google.com/maps/place/Pantai+BOBISINGO/data=!4m7!3m6!1s0x329079006fb0c271:0x7af6db32abbd1d!8m2!3d1.954512!4d127.8934245!16s%2Fg%2F11ykn4hgvx!19sChIJccKwbwB5kDIRHb2rMtv2egA?authuser=0&hl=en&rclk=1,1.954512,127.8934245,bagus,8.0,,,,,,,,,,,
Pantai pasir putih Sowoli,Maluku Utara,5.0,https://www.google.com/maps/place/Pantai+pasir+putih+Sowoli/data=!4m7!3m6!1s0x329e830050948615:0xaf01db508d735391!8m2!3d0.5374733!4d128.6862171!16s%2Fg%2F11x00s1zxm!19sChIJFYaUUACDnjIRkVNzjVDbAa8?authuser=0&hl=en&rclk=1,0.5374733,128.6862171,bagus,17.0,,,,,,,,,,,
Pantai One,Pulau Seram,5.0,https://www.google.com/maps/place/Pantai+One/data=!4m7!3m6!1s0x2d6c29f837126dc1:0xec6f12ee59843619!8m2!3d-2.9787092!4d128.1030921!16s%2Fg%2F11m9sf4nzx!19sChIJwW0SN_gpbC0RGTaEWe4Sb-w?authuser=0&hl=en&rclk=1,-2.9787092,128.1030921,bagus,5.0,Sidin Sio 3 reviews · 10 photos,Lan Saputra Tambipessy 1 review · 1 photo,Ilmana Sukma 2 photos,,,,,,,,
"Pantai,Masareta,Beach",Pulau Seram,5.0,"https://www.google.com/maps/place/Pantai,Masareta,Beach/data=!4m7!3m6!1s0x2d3f4b00709da511:0x747f99aa8fcbb16e!8m2!3d-4.0292962!4d131.2409632!16s%2Fg%2F11y_qqgccr!19sChIJEaWdcABLPy0RbrHLj6qZf3Q?authuser=0&hl=en&rclk=1",-4.0292962,131.2409632,bagus,0.0,Syarifudin Hls 1 review · 12 photos,,,,,,,,,,
Pantai Lopo,Gorontalo,5.0,https://www.google.com/maps/place/Pantai+Lopo/data=!4m7!3m6!1s0x3278d58bccc9dc83:0x1b565b1278ae1270!8m2!3d0.4964945!4d123.0180513!16s%2Fg%2F11rcs5xxr5!19sChIJg9zJzIvVeDIRcBKueBJbVhs?authuser=0&hl=en&rclk=1,0.4964945,123.0180513,bagus,3.0,Sunaryo Gafur  reviews ·  photos,Alter  Local Guide ·  reviews ·  photos,blackwhite official  photos,,,,,,,,
Pantai Gosoma maluku,Maluku Utara,5.0,https://www.google.com/maps/place/Pantai+Gosoma+maluku/data=!4m7!3m6!1s0x3290cb0077cb11c9:0x3ec6ae77813a2908!8m2!3d2.177737!4d128.5948218!16s%2Fg%2F11ywkb_lp8!19sChIJyRHLdwDLkDIRCCk6gXeuxj4?authuser=0&hl=en&rclk=1,2.177737,128.5948218,bagus,3.0,Roiy Tmr 16 photos,,,,,,,,,,
Pantai Domande,Papua Selatan,5.0,https://www.google.com/maps/place/Pantai+Domande/data=!4m7!3m6!1s0x69caabc562a0367f:0x4e94af5347b4a35d!8m2!3d-8.1743067!4d139.9752989!16s%2Fg%2F11qp29wq_l!19sChIJfzagYsWrymkRXaO0R1OvlE4?authuser=0&hl=en&rclk=1,-8.1743067,139.9752989,bagus,3.0,Azsep K 4 reviews · 1 photo,Juna Juna 5 photos,,,,,,,,,
Otto & Geisler Beach,Papua Barat,5.0,https://www.google.com/maps/place/Otto+%26+Geisler+Beach/data=!4m7!3m6!1s0x2d5eadd356ecbc01:0xfb85055f74e5b8a8!8m2!3d-0.8176547!4d131.237012!16s%2Fg%2F11kjf1m4rz!19sChIJAbzsVtOtXi0RqLjldF8Fhfs?authuser=0&hl=en&rclk=1,-0.8176547,131.237012,bagus,11.0,Sorong 23 2 reviews · 22 photos,Irene Kresentia Parapaga 1 review,Albert Rumbewas 1 review · 28 photos,kevin baringbing 2 reviews · 7 photos,Klarita Mirinda Sugiarto 1 review · 4 photos,,,,,,
Pantai TABGHA,Papua Barat,5.0,https://www.google.com/maps/place/Pantai+TABGHA/data=!4m7!3m6!1s0x2d5ead001588696b:0xa70c95f08e27910d!8m2!3d-0.8261534!4d131.2277664!16s%2Fg%2F11z4gxzbsp!19sChIJa2mIFQCtXi0RDZEnjvCVDKc?authuser=0&hl=en&rclk=1,-0.8261534,131.2277664,bagus,3.0,Andre Thery 1 review,Thirza Grace 1 review,,,,,,,,,
Kalimantan Utara,Kalimantan Utara,5.0,https://www.google.com/maps/place/Kalimantan+Utara/data=!4m7!3m6!1s0x321477002b9e5543:0x27af30f074687e60!8m2!3d3.3331968!4d117.655834!16s%2Fg%2F11x0px24_1!19sChIJQ1WeKwB3FDIRYH5odPAwryc?authuser=0&hl=en&rclk=1,3.3331968,117.655834,bagus,34.0,Misno Saputra  photo,,,,,,,,,,
Pantai Keremak Aceh Tamiang,Aceh,5.0,https://www.google.com/maps/place/Pantai+Keremak+Aceh+Tamiang/data=!4m7!3m6!1s0x3037a2b6b7c02573:0xea7ba858886cd455!8m2!3d4.5102352!4d98.1508387!16s%2Fg%2F11hcfn2bf5!19sChIJcyXAt7aiNzARVdRsiFioe-o?authuser=0&hl=en&rclk=1,4.5102352,98.1508387,bagus,3.0,,,,,,,,,,,
Pantai Bagus Mangkupadi,Kalimantan Utara,5.0,https://www.google.com/maps/place/Pantai+Bagus+Mangkupadi/data=!4m7!3m6!1s0x321259867df9a1b5:0xd8940b20beaf0e4c!8m2!3d2.5825625!4d117.8429375!16s%2Fg%2F11k3hf4km_!19sChIJtaH5fYZZEjIRTA6vviALlNg?authuser=0&hl=en&rclk=1,2.5825625,117.8429375,bagus,11.0,camping,family vacation,,,,,,,,,
"Pantai Desa Dodowo, Maluku Utara, Indonesia",Maluku Utara,5.0,"https://www.google.com/maps/place/Pantai+Desa+Dodowo,+Maluku+Utara,+Indonesia/data=!4m7!3m6!1s0x32907f8271b2bc63:0x6a38cfacdb9b0151!8m2!3d1.9804375!4d127.9319375!16s%2Fg%2F11kjt53370!19sChIJY7yycYJ_kDIRUQGb26zPOGo?authuser=0&hl=en&rclk=1",1.9804375,127.9319375,bagus,0.0,Safri Abd Latif 1 review · 4 photos,,,,,,,,,,
Pantai Jambula,Maluku Utara,5.0,https://www.google.com/maps/place/Pantai+Jambula/data=!4m7!3m6!1s0x329cb54ae3137a41:0x7c9529eb0486e7a6!8m2!3d0.7573972!4d127.3141545!16s%2Fg%2F11s4z_dlzm!19sChIJQXoT40q1nDIRpueGBOsplXw?authuser=0&hl=en&rclk=1,0.7573972,127.3141545,bagus,2.0,,,,,,,,,,,
Pantai Botuwanggubu,Gorontalo,5.0,https://www.google.com/maps/place/Pantai+Botuwanggubu/data=!4m7!3m6!1s0x327943d2025a4ca7:0x744256e432ae4c72!8m2!3d0.8782969!4d122.7707852!16s%2Fg%2F11vc1zr0qb!19sChIJp0xaAtJDeTIRckyuMuRWQnQ?authuser=0&hl=en&rclk=1,0.8782969,122.7707852,bagus,5.0,,,,,,,,,,,
Queen beach waeperang village.,Pulau Buru,5.0,https://www.google.com/maps/place/Queen+beach+waeperang+village./data=!4m7!3m6!1s0x2d723dc524e64391:0x6a13616c918effac!8m2!3d-3.1437011!4d126.9365659!16s%2Fg%2F11jr9r39fg!19sChIJkUPmJMU9ci0RrP-OkWxhE2o?authuser=0&hl=en&rclk=1,-3.1437011,126.9365659,bagus,5.0,Hendro Maulana 4 reviews · 6 photos,Sabarang tada 1 review · 1 photo,,,,,,,,,
Pantai Labuang Waetawa,Pulau Buru,5.0,https://www.google.com/maps/place/Pantai+Labuang+Waetawa/data=!4m7!3m6!1s0x2d729b000faca96d:0xb86a29a3df002515!8m2!3d-3.6649409!4d127.1512445!16s%2Fg%2F11wn58rhf5!19sChIJbamsDwCbci0RFSUA36Mparg?authuser=0&hl=en&rclk=1,-3.6649409,127.1512445,bagus,2.0,,,,,,,,,,,
PANTAI WAETEBA,Pulau Buru,5.0,https://www.google.com/maps/place/PANTAI+WAETEBA/data=!4m7!3m6!1s0x2d7291007ea1cf45:0xbdfede2ade20fb1b!8m2!3d-3.6850151!4d127.0655221!16s%2Fg%2F11vyz7rhbg!19sChIJRc-hfgCRci0RG_sg3ire_r0?authuser=0&hl=en&rclk=1,-3.6850151,127.0655221,bagus,0.0,,,,,,,,,,,
Pantai Mismata,Pulau Buru,5.0,https://www.google.com/maps/place/Pantai+Mismata/data=!4m7!3m6!1s0x2d72a3004766d8f9:0x69601fbb8fde348d!8m2!3d-3.8309337!4d127.1596221!16s%2Fg%2F11lckmsn1_!19sChIJ-dhmRwCjci0RjTTej7sfYGk?authuser=0&hl=en&rclk=1,-3.8309337,127.1596221,bagus,4.0,,,,,,,,,,,
Pantai mener wapalu,Pulau Buru,5.0,https://www.google.com/maps/place/Pantai+mener+wapalu/data=!4m7!3m6!1s0x2d72233e6cd03b65:0xd8088a23c262bd1f!8m2!3d-3.1128125!4d126.8838827!16s%2Fg%2F11pkbk5frj!19sChIJZTvQbD4jci0RH71iwiOKCNg?authuser=0&hl=en&rclk=1,-3.1128125,126.8838827,bagus,2.0,,,,,,,,,,,
Pantai Waplau,Pulau Buru,5.0,https://www.google.com/maps/place/Pantai+Waplau/data=!4m7!3m6!1s0x2d722375314d94cd:0x1fd7ee6f50cd064f!8m2!3d-3.1173265!4d126.884633!16s%2Fg%2F11t7p4zq97!19sChIJzZRNMXUjci0RTwbNUG_u1x8?authuser=0&hl=en&rclk=1,-3.1173265,126.884633,bagus,122.0,,,,,,,,,,,
Pulau Saronde Gorontalo,Gorontalo,5.0,https://www.google.com/maps/place/Pulau+Saronde+Gorontalo/data=!4m7!3m6!1s0x32795bf34dff4467:0xa8beb2a832ae8176!8m2!3d0.9263376!4d122.863895!16s%2Fg%2F11l241cc1d!19sChIJZ0T_TfNbeTIRdoGuMqiyvqg?authuser=0&hl=en&rclk=1,0.9263376,122.863895,bagus,92.0,,,,,,,,,,,
Pantai Leana,Pulau Buru,5.0,https://www.google.com/maps/place/Pantai+Leana/data=!4m7!3m6!1s0x2d72a500353f196d:0x8a66d2d2628792f2!8m2!3d-3.8999375!4d127.2110625!16s%2Fg%2F11wvyx2gtj!19sChIJbRk_NQClci0R8pKHYtLSZoo?authuser=0&hl=en&rclk=1,-3.8999375,127.2110625,bagus,0.0,Ajito Moni 8 photos,,,,,,,,,,
Pantai Tomahu,Pulau Buru,5.0,https://www.google.com/maps/place/Pantai+Tomahu/data=!4m7!3m6!1s0x2d73f1006a3a87b3:0xe55fe93deab61193!8m2!3d-3.2055112!4d126.0048349!16s%2Fg%2F11ldqfvk54!19sChIJs4c6agDxcy0RkxG26j3pX-U?authuser=0&hl=en&rclk=1,-3.2055112,126.0048349,bagus,3.0,Tuna Maluku 2 reviews,VLOG Lamudha 20 photos,,,,,,,,,
Wisata pantai Mangrove,Pulau Buru,5.0,https://www.google.com/maps/place/Wisata+pantai+Mangrove/data=!4m7!3m6!1s0x2d72eb0ad18d7109:0x733bef2628804de2!8m2!3d-3.7714983!4d126.9528144!16s%2Fg%2F11mh9fcpw7!19sChIJCXGN0Qrrci0R4k2AKCbvO3M?authuser=0&hl=en&rclk=1,-3.7714983,126.9528144,bagus,2.0,,,,,,,,,,,
Pantai Wambar,Papua Barat,4.9,https://www.google.com/maps/place/Pantai+Wambar/data=!4m7!3m6!1s0x2d46238e88b5c391:0xb628f54cd9dd3a73!8m2!3d-3.0316756!4d132.4706776!16s%2Fg%2F11pvcb_kwd!19sChIJkcO1iI4jRi0Rczrd2Uz1KLY?authuser=0&hl=en&rclk=1,-3.0316756,132.4706776,bagus,14.0,coconut 2,family 2,cleanliness 2,journey 3,scenery 2,,,,,,
Pantai Kampung Sawatuk,Papua Barat,4.9,https://www.google.com/maps/place/Pantai+Kampung+Sawatuk/data=!4m7!3m6!1s0x2d5969d9570e25b9:0xdfc42c3a3387b4d8!8m2!3d-0.7526009!4d131.6059783!16s%2Fg%2F11gblfm0nz!19sChIJuSUOV9lpWS0R2LSHMzosxN8?authuser=0&hl=en&rclk=1,-0.7526009,131.6059783,bagus,13.0,scenery 2,public 2,Bunga Cici 5 reviews · 4 photos,Trifena Adriana 4 reviews · 17 photos,Muhammad Saleh 1 review · 9 photos,,,,,,
Pantai Karbubu,Pulau Wetar,4.9,https://www.google.com/maps/place/Pantai+Karbubu/data=!4m7!3m6!1s0x2d017c2741c95bab:0x2140ee34781e9ef0!8m2!3d-7.9785911!4d125.8565555!16s%2Fg%2F11fysmhr58!19sChIJq1vJQSd8AS0R8J4eeDTuQCE?authuser=0&hl=en&rclk=1,-7.9785911,125.8565555,bagus,8.0,Stevan Malau 1 review,Eko Mentisari 4 reviews · 1 photo,Nuel Eni 1 review,,,,,,,,
Batu Merah Beach,Kalimantan Utara,4.9,https://www.google.com/maps/place/Batu+Merah+Beach/data=!4m7!3m6!1s0x3213892a8d4c4429:0xc6c7a7aa17596742!8m2!3d3.2553371!4d117.6559906!16s%2Fg%2F11jkwll0m_!19sChIJKURMjSqJEzIRQmdZF6qnx8Y?authuser=0&hl=en&rclk=1,3.2553371,117.6559906,bagus,17.0,view,Salsa Batara  reviews ·  photos,,,,,,,,,
Pantai linau,Bengkulu,4.9,https://www.google.com/maps/place/Pantai+linau/data=!4m7!3m6!1s0x2e37fbe5a262d563:0x25f843e8b6e41ce8!8m2!3d-4.8373447!4d103.4142881!16s%2Fg%2F11l1y0sprw!19sChIJY9ViouX7Ny4R6BzktuhD-CU?authuser=0&hl=en&rclk=1,-4.8373447,103.4142881,bagus,690.0,dock,scenery,blue water,beauty of the sea,photo spots,,,,,,
Pantai Kalinaun,Sulawesi Utara,4.9,https://www.google.com/maps/place/Pantai+Kalinaun/data=!4m7!3m6!1s0x3287b328d5e4b8f1:0xf0531c96b6bdebff!8m2!3d1.6313375!4d125.1506094!16s%2Fg%2F11p13msjvp!19sChIJ8bjk1SizhzIR_-u9tpYcU_A?authuser=0&hl=en&rclk=1,1.6313375,125.1506094,bagus,25.0,beach,Mouna Mamahit  reviews ·  photos,Arroyyani  Local Guide ·  reviews ·  photos,Reza Paat  review,Giesa Salontahe  photo,,,,,,
Pantai marapalam,Sumatera Barat,4.9,https://www.google.com/maps/place/Pantai+marapalam/data=!4m7!3m6!1s0x2fd4a794c2c57c1d:0x1a7c2beb56f0f72!8m2!3d-1.1685005!4d100.3820797!16s%2Fg%2F11nnqsbt_n!19sChIJHXzFwpSn1C8Rcg9vtb7CpwE?authuser=0&hl=en&rclk=1,-1.1685005,100.3820797,bagus,30.0,white sand,clean beach,family tourism,cost,scenery,,,,,,
Pantai Muaro Anai,Sumatera Barat,4.9,https://www.google.com/maps/place/Pantai+Muaro+Anai/data=!4m7!3m6!1s0x2fd4c3683fc65123:0x6a890e0327d2dc9a!8m2!3d-0.8155082!4d100.2908695!16s%2Fg%2F11j7bb3_mr!19sChIJI1HGP2jD1C8RmtzSJwMOiWo?authuser=0&hl=en&rclk=1,-0.8155082,100.2908695,bagus,27.0,fishing spot,fishing,,,,,,,,,
Pantai Tanjung Batu,Papua Barat,4.9,https://www.google.com/maps/place/Pantai+Tanjung+Batu/data=!4m7!3m6!1s0x2d5ead7e96e7b7cb:0x2a68bc8e49561d3b!8m2!3d-0.8162534!4d131.2536098!16s%2Fg%2F11rstjxvtf!19sChIJy7fnln6tXi0ROx1WSY68aCo?authuser=0&hl=en&rclk=1,-0.8162534,131.2536098,bagus,10.0,the beach 2,usep saepuloh 6 reviews · 7 photos,Rusdy Saputra 10 reviews · 32 photos,heryantho batara 1 review · 9 photos,,,,,,,
Pantai low budget,Kalimantan Utara,4.9,https://www.google.com/maps/place/Pantai+low+budget/data=!4m7!3m6!1s0x3213cd0034a696ef:0x9249e64a400ebff5!8m2!3d2.8162151!4d117.3640714!16s%2Fg%2F11ypny9912!19sChIJ75amNADNEzIR9b8OQErmSZI?authuser=0&hl=en&rclk=1,2.8162151,117.3640714,bagus,8.0,cattle,bath,aeferrzzz budul  review,akun daftar minecraft  review,lawaklu kocakdah  review,,,,,,
"Pantai COCONUT BEACH, lolak,Bolaang Mongondow Induk, Sulawesi Utara",Sulawesi Utara,4.9,"https://www.google.com/maps/place/Pantai+COCONUT+BEACH,+lolak,Bolaang+Mongondow+Induk,+Sulawesi+Utara/data=!4m7!3m6!1s0x327e715f67a03d27:0xfba43f45956594f2!8m2!3d0.8895152!4d124.0100549!16s%2Fg%2F11k57zz0mv!19sChIJJz2gZ19xfjIR8pRllUU_pPs?authuser=0&hl=en&rclk=1",0.8895152,124.0100549,bagus,24.0,the distance,Has restroom,Nadya Alhabsyie  reviews,ekodm  reviews ·  photos,zifilia worotikan  review,,,,,,
Pantai Botubarani,Gorontalo,4.9,https://www.google.com/maps/place/Pantai+Botubarani/data=!4m7!3m6!1s0x327f2b7a2bc0c8d3:0x7414e70cf87e488d!8m2!3d0.4819132!4d123.0863159!16s%2Fg%2F11p5n896n2!19sChIJ08jAK3orfzIRjUh--AznFHQ?authuser=0&hl=en&rclk=1,0.4819132,123.0863159,bagus,14.0,Nayla Khairunnisa Bagu  review,Randiansyah Salatun  reviews ·  photos,Yuan Sudrajat  reviews ·  photos,Muhammad Bagus Hari Santoso  reviews ·  photo,,,,,,,
Pantai Werur,Papua,4.9,https://www.google.com/maps/place/Pantai+Werur/data=!4m7!3m6!1s0x2d584ba90dcc38c7:0x1532d5edeb6a0d99!8m2!3d-0.4155024!4d132.1903445!16s%2Fg%2F11cr_vs_x0!19sChIJxzjMDalLWC0RmQ1q6-3VMhU?authuser=0&hl=en&rclk=1,-0.4155024,132.1903445,bagus,17.0,Vendi Towara 1 review · 7 photos,sovia via 1 photo,,,,,,,,,
pantai pasir putih Desa Lebung,Sumatera Selatan,4.9,https://www.google.com/maps/place/pantai+pasir+putih+Desa+Lebung/data=!4m7!3m6!1s0x2e3ba987cc3bdc95:0x5b5b9b7b8d069aba!8m2!3d-3.0143766!4d104.3959633!16s%2Fg%2F11swz678n2!19sChIJldw7zIepOy4RupoGjXubW1s?authuser=0&hl=en&rclk=1,-3.0143766,104.3959633,bagus,9.0,,,,,,,,,,,
Pantai One-One,Sulawesi Tenggara,4.9,https://www.google.com/maps/place/Pantai+One-One/data=!4m7!3m6!1s0x2d98ff7514db384b:0x1c9c65fc285fa843!8m2!3d-3.7265613!4d122.3920717!16s%2Fg%2F11rv2l45j1!19sChIJSzjbFHX_mC0RQ6hfKPxlnBw?authuser=0&hl=en&rclk=1,-3.7265613,122.3920717,bagus,10.0,Muh Fajar Alamsyah 2 reviews · 12 photos,Alfin Pebrianto 7 reviews · 7 photos,Shafiqah Naila 4 reviews · 18 photos,Alfin Taipa 2 reviews · 16 photos,ri zal 1 review · 27 photos,,,,,,
Melasti Beach Ungasan,Bali,4.8,https://www.google.com/maps/place/Melasti+Beach+Ungasan/data=!4m7!3m6!1s0x2dd25b937f74a77f:0xd7fc41e66544fbab!8m2!3d-8.8477419!4d115.1606704!16s%2Fg%2F11kxmz2m5x!19sChIJf6d0f5Nb0i0Rq_tEZeZB_Nc?authuser=0&hl=en&rclk=1,-8.8477419,115.1606704,bagus,25293.0,,,,,,,,,,,
Pantai Langa Ae,Nusa Tenggara Timur,4.8,https://www.google.com/maps/place/Pantai+Langa+Ae/data=!4m7!3m6!1s0x2c51ed8c5ba6a8b1:0x13208ef69d257676!8m2!3d-10.4415445!4d121.9852349!16s%2Fg%2F11jz6357wm!19sChIJsaimW4ztUSwRdnYlnfaOIBM?authuser=0&hl=en&rclk=1,-10.4415445,121.9852349,bagus,20.0,white sand 2,sand 3,beach 2,saif al daffa 9 reviews · 20 photos,Sam Sebastian 2 reviews · 10 photos,,,,,,
Pantai Tanjung Tawatawaro,Sulawesi Tenggara,4.8,https://www.google.com/maps/place/Pantai+Tanjung+Tawatawaro/data=!4m7!3m6!1s0x2da211e749dbb513:0x925848b4a10c18b4!8m2!3d-4.4175893!4d122.8751677!16s%2Fg%2F11s2kcr70r!19sChIJE7XbSecRoi0RtBgMobRIWJI?authuser=0&hl=en&rclk=1,-4.4175893,122.8751677,bagus,6.0,relaxing 2,beach 2,Muh Ridwan 2 reviews,Aldi Al 1 review,Ina karina Bingar 1 photo,,,,,,
Pantai Dofior,Papua Barat Daya,4.8,https://www.google.com/maps/place/Pantai+Dofior/data=!4m7!3m6!1s0x2d5eab0df89f4a77:0xe9dab4d62cd15b49!8m2!3d-0.8713487!4d131.2506305!16s%2Fg%2F11h0vth_vq!19sChIJd0qf-A2rXi0RSVvRLNa02uk?authuser=0&hl=en&rclk=1,-0.8713487,131.2506305,bagus,5.0,diving 2,Andreas kamesrar 3 reviews · 12 photos,,,,,,,,,
Pantai Asbaken,Papua Barat Daya,4.8,https://www.google.com/maps/place/Pantai+Asbaken/data=!4m7!3m6!1s0x2d596fd440ad8385:0x3836c5dfb4a42129!8m2!3d-0.7414885!4d131.6822064!16s%2Fg%2F11txgwqtc1!19sChIJhYOtQNRvWS0RKSGktN_FNjg?authuser=0&hl=en&rclk=1,-0.7414885,131.6822064,bagus,4.0,Islam and Christianity 2,history 2,natural beauty 2,tolerance 2,Novembri Etta 9 reviews · 2 photos,,,,,,
Pantai Wisata Boratei,Papua Tengah,4.8,https://www.google.com/maps/place/Pantai+Wisata+Boratei/data=!4m7!3m6!1s0x681fa7a327b87cab:0x311c7c7a89c4ba85!8m2!3d-3.2512576!4d135.5653631!16s%2Fg%2F11f5nmxf24!19sChIJq3y4J6OnH2gRhbrEiXp8HDE?authuser=0&hl=en&rclk=1,-3.2512576,135.5653631,bagus,6.0,evifandi merscye 2 reviews · 8 photos,,,,,,,,,,
"Pantai Literasi, Pasir Putih.",Pulau Seram,4.8,"https://www.google.com/maps/place/Pantai+Literasi,+Pasir+Putih./data=!4m7!3m6!1s0x2d6c29c532397707:0x714b339a756405b!8m2!3d-2.9767508!4d128.071946!16s%2Fg%2F11qbj363x6!19sChIJB3c5MsUpbC0RW0BWpzmzFAc?authuser=0&hl=en&rclk=1",-2.9767508,128.071946,bagus,4.0,Hitimala Amin Rais 5 photos,,,,,,,,,,
Pantai Gunung Meru,Sumatera Barat,4.8,https://www.google.com/maps/place/Pantai+Gunung+Meru/data=!4m7!3m6!1s0x2fd4bb861d55d7df:0x74b54485e954b40!8m2!3d-1.0058277!4d100.3860125!16s%2Fg%2F11q9rdvv5z!19sChIJ39dVHYa71C8RQEuVXkhUSwc?authuser=0&hl=en&rclk=1,-1.0058277,100.3860125,bagus,6.0,view,,,,,,,,,,
Pantai Pasir Teluk Mubri,Papua Barat,4.8,https://www.google.com/maps/place/Pantai+Pasir+Teluk+Mubri/data=!4m7!3m6!1s0x2d541be569e23b7f:0x54b2bd61fe6980c5!8m2!3d-0.7250116!4d133.8959716!16s%2Fg%2F11tsjtq4vj!19sChIJfzviaeUbVC0RxYBp_mG9slQ?authuser=0&hl=en&rclk=1,-0.7250116,133.8959716,bagus,5.0,beach 2,recreation 2,Maria Eda 17 photos,,,,,,,,
Pantai Okaba,Papua Selatan,4.8,https://www.google.com/maps/place/Pantai+Okaba/data=!4m7!3m6!1s0x68354bd1cce995e3:0xe3505493994e6cc7!8m2!3d-8.0973387!4d139.7135632!16s%2Fg%2F11flc56f_b!19sChIJ45XpzNFLNWgRx2xOmZNUUOM?authuser=0&hl=en&rclk=1,-8.0973387,139.7135632,bagus,5.0,feri ahmad rianto 1 review · 6 photos,,,,,,,,,,
Modisi Beach,Sulawesi Utara,4.8,https://www.google.com/maps/place/Modisi+Beach/data=!4m7!3m6!1s0x327fd564401289b3:0x9e66abf23eca0509!8m2!3d0.448497!4d124.431687!16s%2Fg%2F11gvrns05r!19sChIJs4kSQGTVfzIRCQXKPvKrZp4?authuser=0&hl=en&rclk=1,0.448497,124.431687,bagus,12.0,Joseph Olke Lumangkun  reviews ·  photos,huntap modisi  reviews ·  photo,lisna pamondolang  review,Marfil Londais  reviews ·  photos,Eriksen Kembuan  review,,,,,,
Pantai Sea biru,Kalimantan Utara,4.8,https://www.google.com/maps/place/Pantai+Sea+biru/data=!4m7!3m6!1s0x32125111280de683:0xd2fc34de013d5680!8m2!3d2.603904!4d117.819814!16s%2Fg%2F11v167fhgd!19sChIJg-YNKBFREjIRgFY9Ad40_NI?authuser=0&hl=en&rclk=1,2.603904,117.819814,bagus,8.0,Sukma Wati  review,Indah Rosita  review ·  photos,umar penjas  reviews ·  photos,dianranipratiwi Dee  photos,Ramdan Gz  reviews ·  photos,,,,,,
pantai tuada,Maluku Utara,4.8,https://www.google.com/maps/place/pantai+tuada/data=!4m7!3m6!1s0x329b5b015b35ed2b:0x8f600f75b3a597e7!8m2!3d1.0449562!4d127.5010525!16s%2Fg%2F11t7k5sms_!19sChIJK-01WwFbmzIR55els3UPYI8?authuser=0&hl=en&rclk=1,1.0449562,127.5010525,bagus,4.0,Clara Bian 5 reviews · 17 photos,Fitri Kadir 2 reviews · 2 photos,,,,,,,,,
Pantai Wisata Hatetabako,Maluku Utara,4.8,https://www.google.com/maps/place/Pantai+Wisata+Hatetabako/data=!4m7!3m6!1s0x329ba59e74301689:0x11d0865ed7ddbdaf!8m2!3d1.2651656!4d128.0882894!16s%2Fg%2F11gjt8vztp!19sChIJiRYwdJ6lmzIRr73d116G0BE?authuser=0&hl=en&rclk=1,1.2651656,128.0882894,bagus,12.0,W I T Berburu Story 3 reviews · 8 photos,budiono_mbahwo 2 reviews · 4 photos,Yayi Sya'diah 1 review · 1 photo,Salman alfarizi Kadir 3 reviews · 1 photo,,,,,,,
